Title,Company,Location,Date,Salary,Descriptions,Python,C++,Scala,Pandas,NumPy,Scikit-Learn,NLTK,TensorFlow,PyTorch,Keras,Machine Learning,Deep Learning,NLP,Computer Vision,Hadoop,Spark,SAS,SPSS,Docker,Kubernetes,K8S,Cloud Computing,Model Deployment,SQL,Data Warehousing,ETL Processes,Git,Linux,API Development,Tableau,Statistical Analysis,Data Mining,Data Visualization,Time Series Analysis,Business Analytics,Project Management,Agile Methodologies,A/B Testing,Data Driven,Consulting,Customer Relationship Management,Leadership,Collaboration,Teamwork,Communication,Presentation,Problem Solving,Critical Thinking,Adaptability
NLP Developer,Apolis,Remote,EmployerActive 2 days ago,$65 - $70 an hour,nlp developer philadelphia pa contract required skill natural language processing analytics job summary seeking highly skilled geospatial sr analyst year experience analytics natural language processing drive translating business problem research initiative deliver business value creativity defining challenging exploratory project job type contract salary per hour schedule hour shift experience python year preferred sql year preferred work location remote,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sr. Data Scientist w/SAS, Python & SQL - Norfolk, VA",PRA Group Deutschland GmbH,"Hybrid remote in Norfolk, VA",PostedPosted 30+ days ago,"$98,000 - $152,000 a year",invite explore future u pra group diverse growing company tangible impact global economy position summary data scientist role responsible turning data actionable insight improve operational efficiency effectiveness make pricing decision improve customer experience include limited performance evaluation financial projection data scientist use analytics skill help design implement core component algorithm model focus applying machine learning technique build high quality intelligent system integrated product hybrid position requires working onsite norfolk office tuesday thursday ability work home friday monday local candidate preferred someone willing relocate norfolk va professional experience skill qualification year professional data scientist experience required sa python expertise required sql programming sql server oracle knowledge deep learning framework tensorflow kera pytorch skilled performing statistical analysis creating informative visualization histogram scatter plot line graph data significant experience common statistical ml modeling algorithm supervised regression classification application significant experience advanced ml modeling algorithm supervised unsupervised learning m degree preferred ba b science technology engineering mathematics stem quantitative field data science coursework training job description solve business problem leveraging advanced artificial intelligence machine learning approach ensure data integrity leveraging proven methodology including data reconciliation data integration data audit work within machine learning team design code train test deploy iterate large scale machine learning system develop process tool monitor analyze model performance monitor outcome work cross functional team explore new way finding insight data provide recommendation identify opportunity new growth efficiency based data analysis handle complex issue problem applies comprehensive knowledge principle practice area specialty lead moderately complex project program within field data science data scientist performs three basic role collaboration business stakeholder identify ai ml use case solve business problem explore analyze design experiment measure prototype model use case communicate impact result model prototype stakeholder monitor result key responsibility operates broadly across model operation life cycle data preparation feature engineering model development testing monitoring summarizes analytical result clear concise manner demonstrating value solution document aspect discovery analysis model building process customer support governance compliance purpose present result team member make adjustment based feedback pra group committed helping employee reach highest potential offering competitive salary proprietary training program tuition reimbursement program comprehensive healthcare health dental vision benefit maternal paternal leave holiday pay pto employee assistance program valuable opportunity establish long career within organization salary range pra group effective process assessing market data establishing range ensure remain competitive actual compensation influenced wide array factor including limited skill set level experience specific working location market position posted salary range good faith reasonable estimate pra group reserve right adjust range depending qualification location selected candidate addition base salary pra may offer additional benefit include performance based bonus program equity program depending position pra offer paid time medical dental vision k match life insurance benefit assist physical mental wellbeing employee qualified applicant receive consideration employment regardless age race color sex gender religion national origin physical mental disability citizenship class recognized state local law characteristic protected applicable federal state local law drug free workplace,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Games Machine Learning Research Engineer (L6),Netflix,"Los Gatos, CA",EmployerActive 9 days ago,NaN,los gatos california data science engineering game studio building incubation style r team chartered lead investment building new kind game previously possible leveraging emerging technology related game design architecture order support game creator team incubate prototype concept intent eventually build complete team ship something new could change game industry reach player audience new way well influencing adoption technology tooling likely level practice looking experienced ai ml research engineer strong track record developing delivering algorithmic solution collaborate closely game studio creator including technical game director experimenting developing novel game concept focusing r tech lab game studio scientist embedded studio medium algorithm team forefront algorithmic innovation enhance support creation netflix entertainment content including game role work closely part core r team including game technical director designer conceptualize broad range idea novel engaging game design prototype implement evaluate algorithmic solution take idea work cross functionally partner game studio engineer scientist product leader help identify prioritize opportunity problem requirement define metric conduct experiment evaluate algorithm production system collaboration partner team applied research experience successful track record delivering quality result academic publication top ml venue expertise designing training deep learning dl architecture experience dl framework tensorflow pytorch strong breadth depth across ml dl hand experience one reinforcement learning rl large language model llm robotics computer vision graphic including generative algorithm deep mathematical skill knowledge statistical method optimization strong software engineering programming skill ability quickly develop working prototype research idea high comfort technical complexity ambiguity interest pioneer track record developing deep technical expertise new adjacent area exceptional communication cross discipline collaboration leadership skill passion making video game technology enables joy innovative way bonus experience experience game development netflix culture netflix carefully consider wide range compensation factor determine personal top market rely market indicator determine compensation consider specific job skill experience get right consideration cause compensation vary also dependent location overall market range role area netflix typically market range based total compensation v base salary line compensation philosophy netflix unique culture environment learn equal opportunity employer celebrate diversity recognizing diversity thought background build stronger team approach diversity inclusion seriously thoughtfully discriminate basis race religion color ancestry national origin caste sex sexual orientation gender gender identity expression age disability medical condition pregnancy genetic makeup marital status military service,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
"Vice President, AI & Machine Learning",BPGbio Inc,"Framingham, MA 01701",PostedPosted 30+ days ago,NaN,position summary vp ai machine learning responsible overseeing development execution data analysis activity r group clinical trial external collaboration including research development new analytical methodology implementation innovative technology big data analysis interfacing external partner partnering vp ai machine learning also deliver top notch technology within high performance cluster hpc infrastructure essential duty responsibility work management define execute company goal objective member management team develop execute corporate organizational policy pertaining analytics department oversee activity one functional area division product group service area senior manager overall responsibility successful operation assigned area pertaining ai machine learning implement strategy product using internal external resource given company business objective supervise analytics division within development analysis task ensuring optimal flow activity guaranteeing timely delivery high quality output oversee department ensure timely execution corporate objective service deliverable company supervise administration company hpc environment research deployment new technology necessary represent company analytics division internally externally duty assigned requirement ph computational biology related field year relevant industry experience minimum year management experience proven track record using machine learning probabilistic inference ai extract actional insight pharmaceutical clinical rwd e data proven ability find creative practical solution complex problem demonstrated success working building relationship active potential customer solid understanding scalable algorithm r python programming language relational non relational database necessary hand experience preferable experience linux big data technology demonstrated planning project management skill excellent communication interpersonal skill combined superior proven track record technical organizational skill must able work team oriented environment demonstrate attention detail excellent record keeping building leading team cross functional engagement,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Data Scientist,Nyla Technology Solutions,"Annapolis Junction, MD",PostedPosted 30+ days ago,NaN,data scientist nyla place annapolis junction md setting data science work_outline full time security t sci w poly schedule posted march content_copy bookmark_add job description pursuing individual position data scientist position sound like good fit track record delivering solid result please apply data scientist develop machine learning data mining statistical graph based algorithm analyze make sense datasets prototype consider several algorithm decide upon final model based suitable performance metric build model develop experiment generate data training example datasets unavailable generate report visualization summarize datasets provide data driven insight customer partner subject matter expert translate manual data analysis automated analytics implement prototype algorithm within production framework integration analyst workflow required skill data scientist shall posse following capability produce data visualization provide insight dataset structure meaning work subject matter expert smes identify important information raw data develop script extract information variety data format e g sql table structured metadata network log incorporate sme input feature vector suitable analytic development testing translate customer qualitative analysis process goal quantitative formulation coded software prototype develop implement statistical machine learning heuristic technique create descriptive predictive prescriptive analytics develop statistical test make data driven recommendation decision develop experiment collect data model simulate data required data unavailable develop feature vector input machine learning algorithm identify appropriate algorithm given dataset tune input model parameter evaluate validate performance analytics using standard technique metric e g cross validation roc curve confusion matrix oversee development individual analytic effort guide team analytic development process guide analytic development toward solution scale large datasets partner software engineer cloud developer develop production analytics develop train machine learning system based statistical analysis data characteristic support mission automation qualification bachelor master degree accredited college university quantitative discipline e g statistic mathematics operation research engineering computer science five year experience analyzing datasets developing analytics five year experience programming data analysis software r python sa matlab additional two year experience software development cloud development analyzing datasets developing descriptive predictive prescriptive analytics substituted master degree phd accredited college university quantitative discipline substituted three year experience nyla technology solution nyla technology solution woman owned small business forward thinking bold every step earned u solid reputation technical trendsetters within industry headquartered heart baltimore city maryland nyla delivers exceptional software system engineering data science service u government customer like tackle toughest problem nyla adding people passion fun impactful work person welcome opportunity apply skill new way nyla challenge seek people agile diverse mindset looking place grow professionally personally create opportunity share knowledge experience team learn others via training mentoring movement across many contract nyla support nyla endeavor give back community lending energy talent support local area organization helping people need nyla place grow get give passionate show every day team nyla show every day intention awesome proactively working accurately interpret fully understand client challenge add value solving challenge knowing mission context end user deliver optimal creative innovative solution design system precision logic adaptability solving technical engineering need today eye scaling tomorrow endeavor meet highest standard personal conduct acting trusted provider client develop maintain enduring relationship customer business partner taking care unique experience expertise seeking along desire determination invest time energy part nyla team provide first class compensation package along uniquely nyla benefit nyla talk employee investment employee cost provide great people benefit ensure overall well nyla offer group benefit paid nyla include carefirst medical dental vision coverage support personal goal overall well health provide healthy living fitness benefit per anniversary year believe ongoing investment professional learning development cornerstone success go provide per anniversary year support growth tuition assistance per year want protect future nyla provides cost short term long term disability life insurance augment financial beyond today salary nyla offer employer contribution match retirement plan lastly understand importance recharging replenishing provide new employee week paid annual leave holiday plus year company get extra day also provide hour year use volunteering corporate goal make world better place u starting local community learn nyla culture exceptional benefit package click equal opportunity employer open minded care capability drive desire determination contribute gift talent fully,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"Sr.Data Scientist, DSP Insurance",Amazon.com Services LLC,"Nashville, TN",PostedPosted 30 days ago,"From $127,300 a year",year data scientist similar role involving data extraction analysis statistical modeling communication experience year data querying language e g sql scripting language e g python statistical mathematical software e g r sa matlab etc experience master degree quantitative field statistic mathematics data science business analytics economics finance engineering computer science bachelor degree year professional military experience experience statistical model e g multinomial logistic regression dsp delivery service partner offer expansion team part last mile product technology organization responsible designing launching managing strategy delivery service partner dsp program around world across various use case critical member actuarial team position responsible driving capability around pricing performance driver portfolio economics work backwards business problem create actuarial modeling solution define pricing structure global product offering partnering single threaded leader product lead help develop build core process monitor market trend competitor performance optimize product austin tx usa bellevue wa usa chicago il usa irvine ca usa nashville tn usa new york ny usa san diego ca usa santa cruz ca usa seattle wa usa tempe az usa dallas tx usa houston tx usa open hiring candidate work one following location bellevue wa usa nashville tn usa year data visualization using aws quicksight tableau r shiny etc experience experience managing data pipeline experience leader mentor data science team amazon committed diverse inclusive workplace amazon equal opportunity employer discriminate basis race national origin gender gender identity sexual orientation protected veteran status disability age legally protected status individual disability would like request accommodation please visit http www amazon job en disability u compensation reflects cost labor across several u geographic market base pay position range year lowest geographic market year highest geographic market pay based number factor including market location may vary depending job related knowledge skill experience amazon total compensation company dependent position offered equity sign payment form compensation may provided part total compensation package addition full range medical financial benefit information please visit http www aboutamazon com workplace employee benefit applicant apply via internal external career site,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Data Scientists,Qverge,"Alpharetta, GA 30022",PostedPosted 30+ days ago,NaN,duty develop implement analytics application transform data meaningful information apply data mining data modeling nlp pipeline machine learning extract analyze information data visualize interpret report data finding create dynamic data report leverage cloud platform like aws azure gcp databricks development deployment ml model engage management discus latest research decide road map new product similar duty requirement m foreign equivalent computer science information technology information system related year experience data science including experience nlp data analysis b foreign equivalent year relevant progressive experience including year experience data science including experience nlp data analysis location alpharetta ga full time travel involved client location within u respond hr qverge llc north point parkway ste alpharetta ga position eligible employee referral program,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Engineer - Image Analysis,"Bio-Rad Laboratories, Inc.","Hybrid remote in Pleasanton, CA 94588",PostedPosted 30+ days ago,"$127,000 - $174,700 a year",bring passion improving healthcare experience developing image analysis tool training machine learning model deploying software commercial setting build robust image classification software enable development novel diagnostic application clinical diagnostics group division bio rad undergoing rapid evolution includes building r team focused molecular diagnostics leveraging next generation digital pcr ddpcr platform bio rad established market lead digital pcr expanding molecular diagnostics clinical laboratory customer believe partition technology open new innovative avenue clinical diagnostics market support evolution looking talented software developer member r molecular diagnostics team clinical diagnostics group effort expand reproductive health infectious disease human genetics make impact support development new system analytics advanced image processing application develop maintain robust user friendly software collaborate case coordinate research effort scientist engineer develop new algorithm software analysis single molecule fluorescence data participate project wide review development plan requirement architecture detailed design source code serve technical leader image analysis image processing method bring master degree computer science computer engineering physic optic related discipline phd year relevant experience developing system software related image processing light microscopy fluorescence microscopy proven history software development post acquisition analysis quantification visualization correlation coding scripting microscopy based solution experience computer vision advanced algorithm preferred qualification experience programming python c c gpu accelerated programming experience imagej cellprofiler opencv familiarity database shell scripting variety mathematics linear algebra differential equation knowledge experience biological sample preparation handling knowledge optical physic optical system design microscope design fluorescence microscopy understanding development tool git jira etc proven history working team successfully prepared product design transfer contract manufacturer demonstrated ability accomplish goal working across department team total reward package bio rad empowered purpose recognize employee well offer competitive comprehensive total reward program provides value quality inclusivity satisfying diverse need evolving workforce bio rad robust offering serve enrich overall health wealth wellbeing employee family various stage employee work life cycle benefit proud offer variety option including competitive medical plan family free hsa fund new fertility offering stipend group life disability paid parental leave k plus profit sharing employee stock purchase program new upgraded streamlined mental health platform extensive learning development opportunity education benefit student debt relief program pet insurance wellness challenge support paid time employee resource group erg compensation estimated base salary range position time posting actual compensation provided writing time offer applicable based several factor believe fairly accurately impact compensation including geographic location experience knowledge skill ability job permitted factor position eligible variable annual bonus dependent upon achievement individual objective company performance year bio rad focused advancing discovery process transforming field science healthcare one top five life science company global leader developing manufacturing marketing broad range high quality research clinical diagnostic product help people everywhere live longer healthier life recently voted best place work bio rad offer unique employee experience collaborative team span globe supported leadership build career empowered drive change make impact see eeo statement bio rad equal employment opportunity affirmative action employer welcome candidate background veteran people physical mental disability people race color sex sexual orientation gender identity religion national origin citizenship status encouraged apply agency non solicitation bio rad accept agency resume unless agency authorized bio rad recruiting representative please submit resume unless authorized bio rad pay fee related unsolicited resume li ak li hybrid,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Distinguished Scientist, Artificial Intelligence & Large Language Models",Bill & Melinda Gates Foundation,"Seattle, WA 98109 (Westlake area)",PostedPosted 30+ days ago,"$287,500 - $445,500 a year",foundation largest nonprofit fighting poverty disease inequity around world founded simple premise people everywhere regardless identity circumstance chance live healthy productive life believe employee reflect rich diversity global population aim serve provide exceptional benefit package employee family include comprehensive medical dental vision coverage premium generous paid time paid family leave foundation paid retirement contribution regional holiday opportunity engage several employee community workplace committed creating environment thrive personally professionally team part bill melinda gate foundation bmgf institute disease modeling idm mission support global effort eradicate infectious disease achieve permanent improvement health developing using sharing computational modeling tool promoting quantitative decision making idm team composed research scientist software developer develop prototype computational tool advise global health development policy identify address critical knowledge gap idm multifaceted organization work environment defined innovation teamwork part work routinely collaborate group world health organization unaids center disease control path ministry health well university research institute across globe limited term position month based seattle wa noting flexible work arrangement including change duration location framing possible depending candidate professional background commitment duty role joining bill melinda gate foundation provides unique opportunity work global health policymakers collaborate world class researcher non profit organization help save improve life people around world committed enabling accelerating robust use artificial intelligence language model positive lasting change global health development next year funding guiding informing deployment new technology high need area achieve lasting impact care celerity working learning local perspective seek distinguished scientist exceptional experience artificial intelligence ai large language model llm join team work adapting translating advance artificial intelligence large language model impact underserved vulnerable population provide key expertise regarding successful strategy development ai initiative foundation responsible developing relationship academic group industry partner convening expert group work advise strategic initiative investment collaborating topic expert field partner country policy maker build right solution important problem leverage field knowledge cross cutting impact advising colleague llm project evaluating project proposal informing investment presenting advance tool field collaborating diverse set colleague idm across foundation go rapidly idea prototype tested iterated upon approach difficult problem optimism creativity expertise willingness lead learn additionally develop strategic ai initiative foundation provide thoughtful business leadership work collaboratively develop advance short long term goal priority strategy ai initiative provide subject matter expertise strategic counsel operational insight ai llm effort across foundation establish trusted relationship internal external entity academic institution industry drive discussion provide strategic guidance related ai business objective collaborate topic expert field partner country policy maker build right solution important problem envision innovative framing problem simplify work cut essential issue identify knowledge data gap setting work propose solution clearly communicate sophisticated method diverse audience experience phd machine learning natural language processing computational linguistics year professional experience recognized expert within outside organization field artificial intelligence demonstrable strong tie industry application including technology startup established affiliate position within corporation microsoft research nvidia amazon google track record scientific peer reviewed publication including publication top tier ml nlp conference e g acl naacl emnlp neurips icml patented invention strong ability think project multi year scale also engaging rapidly moving project flexible exploration proficiency writing code dl ml ai application e python pytorch tensorflow java jax etc moderate experience working effectively large complex real world data experience prototyping innovative solution demonstrate possible rapidly evolving area experience open source ai community deep learning large language model demonstrated ability adaptable changing technology working diverse set use case working different type partner different setting knowledge disease control public health issue low income country plus salary range role usd recognize high wage market difference office located seattle washington c boston cambridge range role location usd mission driven organization strive balance competitive pay mission new hire typically brought organization salary range minimum salary range midpoint actual placement range depend candidate job related skill experience expertise evaluated interview process li jm hiring requirement part standard hiring process new employee employment contingent upon successful completion background check candidate accommodation require assistance due disability application recruitment process please submit request inclusion statement dedicated belief life equal value strive global cultural workplace support ever greater diversity equity inclusion voice idea approach support diversity employment practice applicant employee drawn serve mission enjoy equality opportunity fair treatment without regard race color age religion pregnancy sex sexual orientation disability gender identity gender expression national origin genetic information veteran status marital status prior protected activity,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Chief Data and Information Officer,US Department of the Air Force - Agency Wide,"Patrick Afb, FL",PostedToday,"$151,633 - $195,000 a year",duty air force technical application center aftac provides world class time dominant scientific technical information decision advantage supporting international wmd treaty compliance combatant commander position chief data information officer within aftac leading development enhancement sustainment center information technology architecture enabling national level mission leading authority recognized expert field technology capability advancement position provides strategic leadership vision expert advice guidance defines center operation infrastructure application development application modernization network security high performance computing cloud computing artificial intelligence machine learning ai ml algorithm deployment data management policy delivers recommendation decision shape direction acquisition center mission system approves center cyber strategy ensures integrated roadmap nest greater air force technology effort determines enterprise strategy data management analytics digital transformation optimizes performance across mission area center hold authority approve custom commercial integrated hardware software data management solution operation across enterprise preserving long term digital strategy build strategic partnership department defense interagency academic industry expert identify resource technology efficiency enable adoption new capability scale speed serf advisor aftac commander regarding strategy engineering security sustainment continuous enhancement aftac system analytical tool development capability information assurance policy compliance cyber defense capability position senior member chief scientist team leverage relationship ensure scientific equity requirement unique aftac integrated center overall strategy architecture stewardship leading authority authoritative expert field architecture digital transformation technology innovation lead center digital transformation continuous enhancement modernization software application algorithmic tool development advises center commander development integration modernization effort mission system hardware software technical aspect associated acquisition program serf chair aftac data governance council position set policy behalf center commander align effort support overall cyber strategy subject matter expert serf subject matter expert aftac representative variety centric interagency academic industry organization serf special advisor executive director th air force aftac commander represents aftac matter concerning operation infrastructure application development modernization software engineering artificial intelligence machine learning algorithm deployment cyber related data management issue policy directive establishes develops maintains cultivates effective strategic working relationship key mission partner operating space architectural governance policy development coordinate mission stakeholder ensure continuous improvement process impacting operation integration occurring schedule advises development system usage access control policy collaboration aftac data governance council educates organization technological mission perspective new approach testing hypothesis statistical validation result requirement condition employment u citizenship required authorized pc paid iaw jtr af regulation receiving authorized pc may subject completing signing conus agreement information pc requirement may found http afciviliancareers com regulatory male must registered selective service see www ss gov position designated testing designated position tdp position requires incumbent sign drug testing letter pas urinalysis testing prior appointment must able obtain top secret sci security clearance must file executive personnel financial disclosure report probationary period individual initial disl career appointment becomes final individual successfully completes year probationary period active duty military member must indicate retirement eligibility recruitment relocation incentive may offered disclosure political appointment executive personnel financial disclosure report standard form selected candidate must file report accordance ethic government act veteran preference applicable air force defense intelligence senior level disl position qualification eligibility based upon clear showing applicant training education experience scope quality sufficient effectively carry duty position candidate must exemplify corporate perspective leadership vision broad experience character needed s corp satisfy immediate vacancy future vacancy occur variety organization function location mandatory technical qualification nte page per mtq supplemental statement must submitted separately addressing tq tqs must provide specific example address relevant experience accomplishment applicant focus recent experience education training recruitment panel member may consider experience year old outdated applicant must reflect superior technical qualification demonstrated leadership management following strategic level knowledge following area data infrastructure data management policy agile software development network security information assurance hpc gpu cloud computing work necessary make data accessible integrated within multiple mission system experience architecture modernization digital transformation cloud integration including hw sw development deployment sustainment high level personal initiative creative problem solving skill ability rapidly formulate communicate defend decision b joint duty assignment requirement joint ic duty certification prerequisite appointment senior executive senior professional dcips position classified gg grade note applicant without joint duty credit still highly encouraged apply position requirement waived candidate position reviewed receipt joint duty credit must provide evidence obtained joint duty credit submitting previously approved joint duty claim form requesting approval joint duty claim submitting joint duty claim form supporting documentation claim reviewed approved disapproved returned information include form instruction joint duty found jda website clicking link jda website http www dni gov index php career joint duty candidate must posse specialized experience demonstrates knowledge skill ability competency necessary successful job performance education education requirement position additional information education bachelor degree accredited institution desired master advanced degree accredited institution highly desired undergraduate technical degree advanced degree either technical management field highly desired direct deposit federal employee required direct deposit following condition employment apply position covered defense civilian intelligence personnel system dcips subject incumbent examination test necessary obtain retain security clearance special access required position accordance afi authority section chapter title united state code dod instruction v failure comply special requirement required subject incumbent position reassignment disciplinary adverse action including demotion removal joint duty assignment jda program certification desired joint duty credit awarded serving least month intelligence community ic agency organization outside ic joint organization pay grade rank least gg g beginning september addition individual deployed day designated combat zone satisfy month minimum requirement day deployment long minimum requirement met within month period relevant military professional technical managerial leadership experience outside ic may qualify equivalent jda addition waiver joint duty credit may considered highly qualified alternative candidate jda program certification question regarding announcement hearing speech difficulty click tax law impact pc dec public law tax cut job act suspended qualified moving expense deduction along exclusion employer reimbursement payment moving expense effective jan tax year perform civilian permanent change station pc government internal revenue service irs considers majority entitlement taxable visit gsa bulletin ftr additional information benefit career u government provides employee comprehensive benefit package federal employee family access range benefit designed make federal career rewarding open new windowlearn federal benefit review benefit eligibility benefit depends type position hold whether position full time part time intermittent contact hiring agency information specific benefit offered evaluated evaluated job based well meet qualification application evaluated foregoing qualification requirement failure meet one mandatory technical qualification standard eliminate candidate consideration screening panel evaluate candidate position composed diverse mix senior executive selected organizational functional background relevant position panel member individually review application term qualification criterion contained announcement qualification stated minimum requirement position qualified rating schedule applied screening panel determine candidate considered best qualified meet discus application reach consensus decision best qualified qualified qualified candidate panel interview best qualified candidate based upon consistently applied criterion panel make recommendation best qualified candidate referred selecting official priority order final selection candidate contingent upon usecaf approval benefit career u government provides employee comprehensive benefit package federal employee family access range benefit designed make federal career rewarding open new windowlearn federal benefit review benefit eligibility benefit depends type position hold whether position full time part time intermittent contact hiring agency information specific benefit offered required document new existing federal employee family may access range benefit benefit depend type position whether permanent part time temporary intermittent employee may eligible following benefit however check agency make sure eligible policy receive full consideration applicant must submit document format designated package include required document meet format requirement forwarded consideration document must uploaded pdf format qualification document must formatted using time new roman size font inch margin use border provide photo list social security number qualification document combine document resume preferred format limit page total upload pdf format please use usajobs resume builder b mandatory technical qualification statement addressing tqs nte page per mtq upload pdf format include mtq statement indicated announcement c recent completed performance appraisal current former federal employee performance report opr epr applicant private sector please provide copy equivalent evaluation report recent notification personnel action sf noting current position grade level salary level applies current former civilian government employee e college transcript copy acceptable demonstrates acceptable combination education experience noted opm f military retired copy dd retirement order active duty submit statement service letter state highest rank held date promotion date eligible retire date retirement document required g joint duty assignment requirement joint ic duty certification prerequisite appointment senior executive senior professional dcips position classified gg grade candidate position reviewed receipt joint duty credit must provide evidence obtained joint duty credit submitting previously approved joint duty claim form requesting approval joint duty claim submitting joint duty claim form supporting documentation h optional ethnicity race identification sf form available http www opm gov optional self identification disability sf form available http www opm gov submit additional information extraneous material copy position description award certificate transmittal letter forwarded review relying education meet qualification requirement education must accredited accrediting institution recognized u department education order credited towards qualification therefore provide attendance degree school accredited accrediting institution recognized u department education failure provide required information stated vacancy announcement may result ineligible rating may affect overall rating apply please follow instruction submit application application received include required document meet format requirement forwarded consideration complete application package must submitted pm et begin process click apply online button create account log existing usajobs account follow prompt complete application questionnaire please ensure click submit application button end process please note applicant responsibility verify information entered uploaded e resume received accurate submitted closing date may verify document processed application package successfully access usajobs account clicking uploaded document may take one hour clear virus scan human resource modify change answer submitted applicant preferred resume format limit page time new roman font use usajobs resume builder please submit typewritten resume upload pdf including following information job information announcement number mrl title position applying personal information full name mailing address zip code day evening phone number area code complete e mail address would like receive correspondence regarding application please include social security number active duty retired military state highest rank held date promotion date eligible retire date retirement e g colonel june december note iaw u c day waiver required retired retiring member armed force period day immediately retirement education educational information including name city state college university attended well type year degree received report attendance degree school accredited accrediting institution recognized u department education information may refer following u department education website http www ed gov admins finaid accred index html work experience give following information paid non paid work experience related job applying send job description starting ending date month year job title government position include civilian series grade military rank employer name address supervisor name phone number please indicate may contact current supervisor salary current reference provide name address telephone number three individual comment qualification position please list supervisor already listed agency provides reasonable accommodation applicant disability need reasonable accommodation part application hiring process please notify office decision granting reasonable accommodation case case basis saf mrl contact information question regarding announcement may directed virginia reynolds virginia reynolds u af mil melanie mcguire melanie mcguire u af mil agency contact information charles andrew phone email charles andrew u af mil address af senior executive management air force pentagon room washington dc u next step application package received acknowledgement email sent provided email address receive email message acknowledging receipt application application package used determine eligibility qualification consideration determined ineligible qualified application receive consideration check status application return previous incomplete application log usajobs account select application click information link application status position provide email address responsible checking status update notification usajobs hard copy notification sent fair transparent federal hiring process set fair transparent please read following guidance equal employment opportunity eeo policy reasonable accommodation policy financial suitability selective service new employee probationary period signature false statement privacy act social security number request required document receive full consideration applicant must submit document format designated package include required document meet format requirement forwarded consideration document must uploaded pdf format qualification document must formatted using time new roman size font inch margin use border provide photo list social security number qualification document combine document resume preferred format limit page total upload pdf format please use usajobs resume builder b mandatory technical qualification statement addressing tqs nte page per mtq upload pdf format include mtq statement indicated announcement c recent completed performance appraisal current former federal employee performance report opr epr applicant private sector please provide copy equivalent evaluation report recent notification personnel action sf noting current position grade level salary level applies current former civilian government employee e college transcript copy acceptable demonstrates acceptable combination education experience noted opm f military retired copy dd retirement order active duty submit statement service letter state highest rank held date promotion date eligible retire date retirement document required g joint duty assignment requirement joint ic duty certification prerequisite appointment senior executive senior professional dcips position classified gg grade candidate position reviewed receipt joint duty credit must provide evidence obtained joint duty credit submitting previously approved joint duty claim form requesting approval joint duty claim submitting joint duty claim form supporting documentation h optional ethnicity race identification sf form available http www opm gov optional self identification disability sf form available http www opm gov submit additional information extraneous material copy position description award certificate transmittal letter forwarded review relying education meet qualification requirement education must accredited accrediting institution recognized u department education order credited towards qualification therefore provide attendance degree school accredited accrediting institution recognized u department education failure provide required information stated vacancy announcement may result ineligible rating may affect overall rating help job open senior executive meet five executive core qualification ecqs public u citizen national owe allegiance u,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
